#Overview of data in ClinVar by gene, dated November 7, 2021
#Symbol	GeneID	Total_submissions	Total_alleles	Submissions_reporting_this_gene	Alleles_reported_Pathogenic_Likely_pathogenic	Gene_MIM_number	Number_uncertain	Number_with_conflicts
SRF	6722	20	20	9	-	600589	-	-
SRFBP1	153443	69	60	-	10	610479	17	0
SRGAP1	57522	45	43	35	2	606523	8	0
SRGAP2	23380	24	23	2	2	606524	5	0
SRGAP2-AS1	100873165	4	4	-	-	-	-	-
SRGAP2B	647135	34	33	-	5	614703	3	0
SRGAP2C	653464	12	12	-	-	614704	1	0
SRGAP3	9901	95	94	38	4	606525	14	0
SRGAP3-AS2	101927416	27	27	-	-	-	3	0
SRGAP3-AS3	100288831	27	27	-	-	-	3	0
SRGAP3-AS4	101927440	28	28	-	-	-	4	0
SRGN	5552	16	16	3	-	177040	-	-
SRI	6717	31	31	14	1	182520	4	0
SRI-AS1	102723885	12	12	-	-	-	1	0
SRL	6345	47	46	2	-	604992	9	0
SRM	6723	43	43	-	-	182891	8	0
SRMS	6725	65	63	1	-	617797	14	0
SRP14	6727	16	15	-	-	600708	3	0
SRP14-DT	100131089	3	3	-	-	-	1	0
SRP19	6728	34	33	1	1	182175	4	0
SRP54	6729	77	68	52	6	604857	7	0
SRP54-AS1	100506157	13	13	-	-	-	1	0
SRP68	6730	19	19	-	-	604858	3	0
SRP72	6731	229	181	212	2	602122	52	0
SRP9	6726	33	32	-	-	600707	3	0
SRPK1	6732	9	9	-	-	601939	-	-
SRPK2	6733	64	62	9	6	602980	19	0
SRPK3	26576	242	238	8	1	301002	13	0
SRPRA	6734	70	70	1	1	182180	2	0
SRPRB	58477	16	16	1	-	616883	2	0
SRPX	8406	169	165	7	3	300187	8	0
SRPX2	27286	395	313	216	4	300642	75	12
SRR	63826	68	68	-	2	606477	8	0
SRRD	402055	27	26	-	-	602254	2	0
SRRM1	10250	8	8	-	-	605975	2	0
SRRM2	23524	81	81	39	-	606032	11	0
SRRM2-AS1	100128788	12	12	-	-	-	2	0
SRRM3	222183	38	38	-	1	-	12	0
SRRM4	84530	13	13	-	-	613103	3	0
SRRM5	100170229	9	9	-	-	-	1	0
SRRT	51593	29	29	8	-	614469	1	0
SRSF1	6426	15	15	1	-	600812	1	0
SRSF10	10772	10	10	-	-	605221	3	0
SRSF11	9295	26	26	-	-	602010	2	0
SRSF12	135295	20	20	-	-	-	5	0
SRSF2	6427	20	20	2	1	600813	3	0
SRSF3	6428	9	9	-	-	603364	-	-
SRSF4	6429	12	12	-	-	601940	4	0
SRSF5	6430	12	12	-	-	600914	-	-
SRSF6	6431	12	12	2	-	601944	2	0
SRSF7	6432	26	26	1	-	600572	3	0
SRSF8	10929	18	18	-	-	603269	3	0
SRSF9	8683	14	14	1	-	601943	2	0
SRXN1	140809	60	60	-	-	617583	13	0
SRY	6736	102	99	40	33	480000	10	0
SS18	6760	37	35	-	1	600192	3	0
SS18L1	26039	79	78	53	-	606472	6	1
SS18L2	51188	8	8	-	-	606473	-	-
SSB	6741	21	21	1	-	109090	3	0
SSBP1	6742	47	46	6	4	600439	3	0
SSBP2	23635	14	14	2	-	607389	7	0
SSBP3	23648	16	16	-	-	607390	3	0
SSBP3-AS1	619518	6	6	-	-	-	1	0
SSBP4	170463	14	14	-	-	607391	2	0
SSC4D	136853	32	32	-	1	607639	8	0
SSC5D	284297	31	31	3	-	618194	7	0
SSH1	54434	23	23	9	-	606778	4	0
SSH2	85464	15	15	4	-	606779	1	0
SSH3	54961	15	15	1	-	606780	3	0
SSMEM1	136263	25	25	-	-	-	1	0
SSNA1	8636	68	65	-	-	610882	4	0
SSPN	8082	38	38	3	-	601599	2	0
SSR1	6745	46	46	-	-	600868	10	0
SSR2	6746	18	17	-	-	600867	8	0
SSR3	6747	18	18	2	1	606213	1	0
SSR4	6748	271	261	39	10	300090	17	0
SSRP1	6749	15	15	5	-	604328	2	0
SST	6750	46	46	3	-	182450	2	0
SSTR1	6751	30	30	2	-	182451	1	0
SSTR2	6752	16	16	-	-	182452	1	0
SSTR3	6753	27	26	-	-	182453	4	0
SSTR4	6754	23	23	4	-	182454	-	-
SSTR5	6755	70	69	15	-	182455	9	0
SSTR5-AS1	146336	17	17	-	-	-	2	0
SSU72	29101	141	139	-	2	617680	11	0
SSUH2	51066	229	134	16	10	617479	33	0
SSX1	6756	162	158	-	2	312820	8	0
SSX2	6757	150	146	-	-	300192	4	0
SSX2B	727837	149	145	-	-	-	4	0
SSX2IP	117178	14	14	-	-	608690	1	0
SSX3	10214	162	158	1	-	300325	5	0
SSX4	6759	165	161	-	1	300326	5	0
SSX4B	548313	165	161	-	-	-	5	0
SSX5	6758	161	157	-	-	300327	9	0
SSX7	280658	164	160	5	-	300542	5	0
ST13	6767	29	28	1	1	606796	5	0
ST14	6768	162	156	78	7	606797	6	1
ST18	9705	34	34	3	-	617155	7	0
ST20	400410	23	22	1	-	-	3	0
ST20-AS1	283687	5	5	-	-	-	1	0
ST20-MTHFS	100528021	32	29	-	3	-	4	0
ST3GAL1	6482	52	52	4	-	607187	3	0
ST3GAL2	6483	39	39	1	1	607188	14	0
ST3GAL3	6487	255	180	239	6	606494	87	12
ST3GAL3-AS1	101929592	4	4	-	-	-	1	0
ST3GAL4	6484	73	73	3	-	104240	5	0
ST3GAL5	8869	311	241	294	19	604402	132	10
ST3GAL5-AS1	101928113	3	3	-	-	-	-	-
ST3GAL6	10402	12	12	-	-	607156	2	0
ST3GAL6-AS1	100874207	5	5	-	-	-	-	-
ST6GAL1	6480	50	50	-	-	109675	3	0
ST6GAL2	84620	44	44	-	-	608472	17	0
ST6GALNAC1	55808	20	20	2	-	610138	2	0
ST6GALNAC2	10610	20	20	-	-	610137	4	0
ST6GALNAC3	256435	37	37	-	2	610133	11	0
ST6GALNAC4	27090	46	43	2	-	606378	1	0
ST6GALNAC5	81849	23	23	2	1	610134	5	0
ST6GALNAC6	30815	44	41	-	-	610135	1	0
ST7	7982	36	36	6	1	600833	6	0
ST7-AS1	93653	10	10	-	-	-	1	0
ST7-AS2	93654	13	13	-	1	-	1	0
ST7-OT3	93655	28	28	-	-	-	4	0
ST7-OT4	338069	30	30	-	-	-	6	0
ST7L	54879	17	16	2	-	617640	3	0
ST8SIA1	6489	35	35	-	-	601123	1	0
ST8SIA2	8128	47	47	3	-	602546	-	-
ST8SIA3	51046	65	63	-	-	609478	4	0
ST8SIA4	7903	24	23	-	-	602547	3	0
ST8SIA5	29906	54	52	3	2	607162	4	0
ST8SIA6	338596	19	19	1	-	610139	5	0
ST8SIA6-AS1	100128098	6	6	-	-	-	-	-
STAB1	23166	34	34	23	-	608560	2	0
STAB2	55576	59	59	44	-	608561	5	0
STAC	6769	16	16	2	-	602317	-	-
STAC2	342667	20	20	2	1	-	8	0
STAC3	246329	160	129	150	7	615521	59	0
STAG1	10274	100	88	65	31	604358	34	0
STAG2	10735	255	246	64	18	300826	23	0
STAG2-AS1	101928402	88	84	-	-	-	1	0
STAG3	10734	82	77	57	12	608489	4	0
STAG3L5P-PVRIG2P-PILRB	101752399	8	8	-	-	-	1	0
STAM	8027	20	20	2	-	601899	3	0
STAM-DT	102723166	7	7	-	-	-	-	-
STAM2	10254	16	16	-	-	606244	-	-
STAMBP	10617	108	76	96	18	606247	11	2
STAMBPL1	57559	19	19	-	-	612352	4	0
STAP1	26228	47	46	26	1	604298	7	0
STAP2	55620	20	20	-	-	607881	3	0
STAR	6770	307	227	255	45	600617	52	14
STARD10	10809	9	9	1	-	617382	-	-
STARD13	90627	60	60	16	4	609866	2	0
STARD13-AS	100874241	27	27	-	-	-	2	0
STARD3	10948	15	15	-	-	607048	3	0
STARD3NL	83930	24	24	-	-	611759	2	0
STARD4	134429	31	30	-	-	607049	4	0
STARD4-AS1	100505678	15	15	-	-	-	2	0
STARD5	80765	23	22	-	-	607050	2	0
STARD6	147323	54	52	-	-	607051	1	0
STARD7	56910	57	57	3	2	616712	28	0
STARD7-AS1	285033	21	21	-	-	-	11	0
STARD8	9754	144	140	6	-	300689	7	0
STARD9	57519	69	68	50	-	614642	9	0
STAT1	6772	422	314	391	53	600555	106	14
STAT2	6773	188	166	177	10	600556	84	1
STAT3	6774	515	393	501	64	102582	134	16
STAT4	6775	68	62	39	-	600558	3	0
STAT4-AS1	105373805	11	11	-	-	-	-	-
STAT5A	6776	15	15	7	-	601511	1	0
STAT5B	6777	237	201	227	11	604260	79	6
STAT6	6778	22	21	13	-	601512	1	0
STATH	6779	27	27	2	-	184470	5	0
STAU1	6780	18	18	1	-	601716	6	0
STAU2	27067	25	25	2	1	605920	1	0
STAU2-AS1	100128126	12	12	-	-	-	-	-
STBD1	8987	19	19	-	-	607406	2	0
STC1	6781	69	69	-	-	601185	2	0
STC2	8614	24	24	1	-	603665	2	0
STEAP1	26872	43	42	1	-	604415	19	0
STEAP1B	256227	28	28	-	-	-	1	0
STEAP2	261729	37	37	-	-	605094	16	0
STEAP2-AS1	100874100	26	25	-	1	-	11	0
STEAP3	55240	37	37	17	1	609671	1	0
STEAP3-AS1	100874111	15	15	-	1	-	-	-
STEAP4	79689	20	20	3	-	611098	4	0
STEEP1	63932	179	174	8	4	301012	8	0
STH	246744	62	61	-	-	607067	2	0
STIL	6491	366	233	355	14	181590	93	18
STIM1	6786	456	373	428	15	605921	186	6
STIM1-AS1	105376527	7	7	-	-	-	1	0
STIM2	57620	34	34	-	-	610841	1	0
STIM2-AS1	105374546	7	7	-	-	-	-	-
STIMATE	375346	9	9	-	-	617189	1	0
STIMATE-MUSTN1	100526772	10	10	-	1	-	1	0
STIN2-VNTR	110806307	1	1	-	-	-	-	-
STING1	340061	174	148	147	5	612374	76	3
STIP1	10963	10	10	2	-	605063	1	0
STK10	6793	27	27	7	-	603919	3	0
STK11	6794	3864	1818	3806	252	602216	774	119
STK11IP	114790	24	24	-	-	607172	1	0
STK16	8576	29	29	-	-	604719	3	0
STK17A	9263	37	37	2	1	604726	6	0
STK17B	9262	29	29	-	-	604727	1	0
STK19	8859	15	14	-	1	604977	2	0
STK24	8428	72	72	-	-	604984	4	0
STK24-AS1	100874069	32	32	-	-	-	1	0
STK25	10494	107	107	-	-	602255	9	0
STK26	51765	186	182	2	-	300547	7	0
STK3	6788	34	34	-	-	605030	6	0
STK31	56164	32	32	-	1	605790	3	0
STK32A	202374	23	22	-	-	-	3	0
STK32A-AS1	105378217	6	6	-	-	-	-	-
STK32B	55351	104	104	7	5	-	13	0
STK32C	282974	93	93	6	-	-	5	0
STK33	65975	20	20	-	1	607670	3	0
STK35	140901	29	29	-	-	609370	3	0
STK36	27148	88	82	65	1	607652	1	0
STK38	11329	12	12	2	-	606964	1	0
STK38L	23012	54	53	2	-	615836	11	0
STK39	27347	26	26	3	1	607648	5	0
STK4	6789	100	96	89	6	604965	43	0
STK4-DT	100505826	3	3	-	-	-	-	-
STK40	83931	14	14	2	-	609437	3	0
STKLD1	169436	40	39	1	-	618530	5	0
STMN1	3925	10	10	-	-	151442	3	0
STMN2	11075	29	29	-	-	600621	1	0
STMN3	50861	52	50	-	-	608362	10	0
STMN4	81551	70	70	3	-	-	2	0
STMND1	401236	23	23	-	-	-	4	0
STMP1	647087	35	35	-	-	618755	2	0
STN1	79991	45	42	24	2	613128	4	0
STOM	2040	33	32	2	-	133090	4	0
STOML1	9399	32	31	-	-	608326	2	0
STOML2	30968	72	70	-	-	608292	3	0
STOML3	161003	41	41	-	-	608327	2	0
STON1	11037	21	21	1	-	605357	3	0
STON1-GTF2A1L	286749	333	173	-	37	-	30	0
STON2	85439	20	20	-	-	608467	3	0
STOX1	219736	25	24	6	-	609397	3	1
STOX2	56977	100	100	-	1	617359	8	0
STPG1	90529	18	16	-	1	615826	5	0
STPG2	285555	33	33	-	1	-	12	0
STPG2-AS1	101410545	4	4	-	-	-	-	-
STPG3	441476	73	70	2	-	-	4	0
STPG3-AS1	100129722	36	35	-	-	-	1	0
STPG4	285051	22	22	-	2	-	4	0
STRA6	64220	309	244	267	29	610745	75	9
STRA8	346673	34	34	-	-	609987	2	0
STRADA	92335	203	189	186	11	608626	107	2
STRADB	55437	29	29	1	-	607333	5	0
STRAP	11171	39	39	-	-	605986	5	0
STRBP	55342	34	33	-	-	611138	3	0
STRC	161497	302	234	224	51	606440	65	4
STRIP1	85369	22	22	4	-	617918	2	0
STRIP2	57464	25	25	-	-	617919	1	0
STRIT1	100507537	5	5	-	-	616891	1	0
STRN	6801	50	50	31	-	614765	3	0
STRN3	29966	25	25	-	1	614766	1	0
STRN4	29888	33	33	4	2	614767	7	0
STS	412	450	435	70	16	300747	60	0
STT3A	3703	178	165	117	1	601134	12	0
STT3A-AS1	105369550	30	30	-	1	-	-	-
STT3B	201595	112	98	99	1	608605	8	0
STUB1	10273	158	135	70	32	607207	20	2
STUM	375057	33	32	-	-	-	2	0
STX10	8677	24	24	-	-	603765	3	0
STX11	8676	268	226	253	11	605014	142	5
STX12	23673	12	12	-	-	606892	3	0
STX16	8675	196	182	177	3	603666	73	1
STX16-NPEPL1	100534593	181	167	-	1	-	72	0
STX17	55014	36	35	-	-	604204	1	0
STX17-DT	441461	21	20	-	-	-	1	0
STX18	53407	88	88	-	1	606046	3	0
STX18-AS1	100507266	41	41	-	1	-	1	0
STX18-IT1	104472519	40	40	-	-	-	1	0
STX19	415117	26	26	-	-	-	12	0
STX1A	6804	167	158	3	1	186590	6	0
STX1B	112755	237	199	208	36	601485	68	2
STX2	2054	23	23	3	-	132350	4	0
STX3	6809	37	33	31	5	600876	5	0
STX4	6810	26	26	-	-	186591	8	0
STX5	6811	15	15	1	-	603189	4	0
STX5-DT	105369332	5	5	-	-	-	1	0
STX6	10228	32	31	-	-	603944	5	0
STX7	8417	12	12	1	2	603217	1	0
STX8	9482	19	19	2	-	604203	6	0
STXBP1	6812	1046	706	959	270	602926	129	17
STXBP2	6813	472	318	464	18	601717	146	17
STXBP3	6814	21	21	1	-	608339	3	0
STXBP4	252983	12	12	-	-	610415	-	-
STXBP5	134957	26	26	8	-	604586	3	0
STXBP5-AS1	729178	5	5	-	-	-	-	-
STXBP5L	9515	28	28	5	-	609381	8	0
STXBP6	29091	29	29	-	1	607958	4	0
STYK1	55359	39	39	2	-	611433	2	0
STYX	6815	14	14	1	-	615814	1	0
STYXL1	51657	48	48	2	-	616695	15	0
STYXL2	92235	27	26	7	-	-	3	0
SUB1	10923	30	30	2	-	600503	3	0
SUCLA2	8803	317	237	264	14	603921	60	9
SUCLA2-AS1	101929410	37	37	-	-	-	-	-
SUCLG1	8802	242	159	221	19	611224	52	10
SUCLG2	8801	37	36	16	1	603922	5	0
SUCLG2-DT	101927111	8	8	-	-	-	2	0
SUCNR1	56670	16	16	1	-	606381	-	-
SUCO	51430	30	29	3	-	619434	4	0
SUDS3	64426	13	13	1	-	608250	1	0
SUFU	51684	950	697	930	48	607035	369	20
SUGCT	79783	134	121	72	10	609187	24	1
SUGCT-AS1	101928716	14	14	-	-	-	2	0
SUGP1	57794	14	14	2	-	607992	3	0
SUGP2	10147	10	10	-	-	607993	-	-
SUGT1	10910	53	53	-	1	604098	6	0
SUGT1-DT	116435302	31	31	-	-	-	1	0
SUGT1P4-STRA6LP-CCDC180	57653	22	21	-	-	-	2	0
SULF1	23213	67	62	38	-	610012	11	0
SULF2	55959	16	16	7	-	610013	-	-
SULT1A1	6817	82	82	1	1	171150	18	0
SULT1A2	6799	76	76	-	1	601292	16	0
SULT1A3	6818	80	79	-	3	600641	4	0
SULT1A4	445329	75	75	-	-	615819	4	0
SULT1B1	27284	31	30	2	-	608436	8	0
SULT1C2	6819	38	38	5	-	602385	16	0
SULT1C3	442038	36	36	3	-	617151	16	0
SULT1C4	27233	33	33	-	-	608357	16	0
SULT1E1	6783	32	31	3	-	600043	8	0
SULT2A1	6822	25	25	3	-	125263	10	0
SULT2B1	6820	46	41	28	6	604125	2	0
SULT4A1	25830	49	48	1	-	608359	3	0
SULT6B1	391365	18	18	-	-	617152	2	0
SUMF1	285362	515	382	415	57	607939	89	11
SUMF2	25870	30	30	3	1	607940	8	0
SUMO1	7341	46	46	20	1	601912	15	0
SUMO2	6613	19	19	1	1	603042	4	0
SUMO3	6612	95	90	2	-	602231	12	0
SUMO4	387082	27	26	4	-	608829	4	0
SUN1	23353	339	318	288	-	607723	135	0
SUN2	25777	225	205	198	-	613569	78	0
SUN3	256979	19	19	-	-	618984	2	0
SUN5	140732	23	21	8	6	613942	1	0
SUOX	6821	196	155	184	24	606887	85	9
SUPT16H	11198	53	52	11	4	605012	14	0
SUPT20H	55578	39	39	1	-	613417	-	-
SUPT20HL1	100130302	170	162	8	-	-	9	0
SUPT20HL2	170067	165	160	2	-	-	8	0
SUPT3H	8464	50	48	1	8	602947	8	0
SUPT4H1	6827	13	13	-	-	603555	-	-
SUPT5H	6829	16	16	7	-	602102	1	0
SUPT6H	6830	12	12	1	-	601333	-	-
SUPT7L	9913	15	15	-	-	612762	-	-
SUPV3L1	6832	13	13	-	-	605122	-	-
SURF1	6834	376	238	331	63	185620	54	12
SURF2	6835	44	43	-	-	185630	4	0
SURF4	6836	40	39	-	-	185660	5	0
SURF6	6838	39	38	-	-	185642	4	0
SUSD1	64420	48	47	12	-	-	2	0
SUSD2	56241	121	117	8	-	615825	39	0
SUSD3	203328	31	30	-	-	616429	2	0
SUSD4	55061	29	28	-	2	615827	3	0
SUSD5	26032	14	14	-	-	-	-	-
SUSD6	9766	13	13	-	-	616761	-	-
SUV39H1	6839	178	173	2	-	300254	10	0
SUV39H2	79723	25	24	1	-	606503	2	0
SUZ12	23512	80	78	33	24	606245	10	0
SV2A	9900	26	25	15	-	185860	4	0
SV2B	9899	42	42	2	-	185861	1	0
SV2C	22987	15	15	4	-	610291	4	0
SV2C-AS1	105379041	1	1	-	-	-	-	-
SVBP	374969	19	17	4	2	617853	3	0
SVEP1	79987	41	40	-	-	611691	1	0
SVIL	6840	158	158	142	3	604126	3	0
SVIL-AS1	102724316	64	64	-	1	-	1	0
SVIP	258010	27	27	-	-	-	7	0
SVOP	55530	14	14	-	-	611699	3	0
SVOPL	136306	50	50	6	-	611700	3	0
SWAP70	23075	18	18	-	1	604762	3	0
SWI5	375757	42	40	-	-	616528	1	0
SWSAP1	126074	16	16	-	-	614536	2	0
SWT1	54823	26	25	-	1	619513	3	0
SYAP1	94056	183	178	2	-	-	9	0
SYBU	55638	40	40	3	-	611568	4	0
SYBU-AS1	100132813	18	18	-	-	-	1	0
SYCE1	93426	176	169	20	12	611486	16	0
SYCE1L	100130958	53	52	3	-	-	21	0
SYCE2	256126	101	59	-	6	611487	19	0
SYCE3	644186	139	137	-	-	615775	9	0
SYCN	342898	8	8	-	-	-	-	-
SYCP1	6847	18	17	6	-	602162	1	1
SYCP2	10388	52	46	19	3	604105	3	0
SYCP2L	221711	31	31	-	-	616799	3	0
SYCP3	50511	46	43	31	3	604759	11	0
SYDE1	85360	16	16	1	-	617377	3	0
SYDE2	84144	25	25	5	-	-	4	0
SYF2	25949	8	8	1	-	607090	1	0
SYK	6850	43	40	9	5	600085	1	0
SYMPK	8189	14	14	-	-	602388	4	0
SYN1	6853	485	373	326	33	313440	108	11
SYN2	6854	30	30	4	-	600755	3	0
SYN3	8224	239	213	12	11	602705	106	0
SYN3-AS1	105373004	6	5	-	-	-	-	-
SYNC	81493	12	12	-	-	611750	1	0
SYNCRIP	10492	23	23	4	1	616686	5	0
SYNDIG1	79953	24	24	-	-	614311	2	0
SYNDIG1L	646658	17	17	-	-	609999	1	0
SYNE1	23345	6897	3593	6818	185	608441	1756	422
SYNE1-AS1	100505475	95	76	-	5	-	38	0
SYNE2	23224	2773	1857	2734	5	608442	884	135
SYNE3	161176	22	22	-	-	610861	3	0
SYNE4	163183	133	81	121	5	615535	12	11
SYNGAP1	8831	1093	796	1046	235	603384	208	25
SYNGR1	9145	20	19	2	-	603925	1	0
SYNGR2	9144	17	17	-	-	603926	-	-
SYNGR3	9143	57	56	-	-	603927	9	0
SYNGR4	23546	14	14	-	-	608373	2	0
SYNJ1	8867	840	723	771	26	604297	360	6
SYNJ2	8871	28	28	4	1	609410	4	0
SYNJ2-IT1	100874300	10	10	-	-	-	-	-
SYNJ2BP	55333	11	11	-	-	609411	-	-
SYNJ2BP-COX16	100529257	4	4	-	1	-	-	-
SYNM	23336	133	133	36	-	606087	18	0
SYNM-AS1	105371016	45	45	-	-	-	7	0
SYNPO	11346	39	36	22	-	608155	1	0
SYNPO2	171024	27	27	6	-	-	2	0
SYNPO2L	79933	16	16	-	-	-	2	0
SYNPO2L-AS1	105378360	7	7	-	-	-	-	-
SYNPR	132204	18	18	-	-	-	6	0
SYNPR-AS1	100874016	4	4	-	-	-	-	-
SYNRG	11276	128	121	-	1	607291	9	0
SYP	6855	197	183	29	5	313475	9	3
SYP-AS1	100873921	87	83	-	-	-	2	0
SYPL1	6856	19	19	1	-	616665	3	0
SYPL2	284612	17	17	-	-	-	1	0
SYS1	90196	11	11	-	-	612979	1	0
SYS1-DBNDD2	767557	4	4	-	-	-	-	-
SYT1	6857	47	35	29	11	185605	6	0
SYT10	341359	45	45	3	-	-	6	0
SYT11	23208	13	12	-	-	608741	3	0
SYT12	91683	16	16	1	1	606436	4	0
SYT13	57586	19	19	2	-	607716	3	0
SYT14	255928	94	80	69	5	610949	24	1
SYT15	83849	111	111	-	10	608081	8	0
SYT16	83851	17	17	-	1	610950	1	0
SYT17	51760	22	22	-	-	-	5	0
SYT2	127833	84	75	63	9	600104	13	0
SYT3	84258	18	18	2	-	600327	2	0
SYT4	6860	49	47	3	-	600103	2	0
SYT5	6861	28	27	-	-	600782	8	0
SYT6	148281	20	18	4	-	607718	2	0
SYT7	9066	11	11	-	-	604146	4	0
SYT8	90019	37	36	2	-	607719	6	0
SYT9	143425	23	23	-	-	613528	4	0
SYTL1	84958	11	11	-	-	608042	3	0
SYTL2	54843	40	40	6	-	612880	10	0
SYTL3	94120	25	25	-	1	-	3	0
SYTL4	94121	177	173	-	1	300723	14	0
SYTL5	94122	168	163	2	2	-	9	0
SYVN1	84447	10	10	2	-	608046	1	0
SZRD1	26099	24	24	-	-	-	4	0
SZT2	23334	2067	1609	2028	70	615463	884	33
SZT2-AS1	100873952	124	92	-	6	-	56	0
TAAR1	134864	15	15	5	-	609333	2	0
TAAR2	9287	10	10	-	-	604849	2	0
TAAR5	9038	16	16	6	-	607405	2	0
TAAR6	319100	12	12	2	-	608923	2	0
TAAR8	83551	13	13	2	-	606927	2	0
TAAR9	134860	11	11	-	-	608282	2	0
TAB1	10454	20	19	2	-	602615	-	-
TAB2	23118	110	95	80	23	605101	16	0
TAB2-AS1	105378049	9	9	-	-	-	2	0
TAB3	257397	173	169	3	-	300480	9	0
TAB3-AS1	727682	85	81	-	-	-	4	0
TAC1	6863	20	20	2	-	162320	2	0
TAC3	6866	26	22	18	5	162330	-	-
TAC4	255061	13	13	2	-	607833	-	-
TACC1	6867	51	51	2	-	605301	4	0
TACC2	10579	57	57	15	1	605302	1	0
TACC3	10460	148	148	12	1	605303	12	0
TACO1	51204	88	70	74	7	612958	17	4
TACR1	6869	28	28	1	-	162323	8	0
TACR2	6865	19	19	6	-	162321	-	-
TACR3	6870	130	96	113	10	162332	36	7
TACSTD2	4070	73	71	57	8	137290	25	1
TADA1	117143	24	23	1	-	612763	4	0
TADA2A	6871	128	121	-	-	602276	10	0
TADA2B	93624	73	73	-	-	608790	1	0
TADA3	10474	48	48	2	-	602945	7	0
TAF1	6872	318	282	174	30	313650	62	2
TAF10	6881	240	167	1	-	600475	72	0
TAF11	6882	18	18	-	-	600772	5	0
TAF12	6883	15	15	-	-	600773	5	0
TAF12-DT	105378616	3	3	-	-	-	-	-
TAF13	6884	35	33	8	3	600774	9	0
TAF15	8148	84	76	74	-	601574	4	0
TAF1A	9015	30	29	4	-	604903	3	0
TAF1A-AS1	100506161	9	9	-	-	-	1	0
TAF1B	9014	19	19	-	-	604904	-	-
TAF1C	9013	78	73	2	2	604905	18	0
TAF1D	79101	18	18	-	-	612823	2	0
TAF1L	138474	66	64	-	-	607798	1	0
TAF2	6873	93	86	48	4	604912	10	1
TAF3	83860	38	38	3	2	606576	3	0
TAF4	6874	28	28	5	-	601796	5	0
TAF4B	6875	53	51	15	2	601689	4	0
TAF5	6877	26	26	2	-	601787	4	0
TAF5L	27097	34	33	1	-	-	2	0
TAF6	6878	84	77	58	5	602955	8	1
TAF6L	10629	13	13	-	-	602946	4	0
TAF7	6879	22	20	-	-	600573	4	0
TAF7L	54457	174	168	7	-	300314	8	0
TAF8	129685	13	13	2	2	609514	-	-
TAF9	6880	16	16	-	-	600822	4	0
TAF9B	51616	149	145	2	-	300754	14	0
TAFA1	407738	17	17	-	2	617495	4	0
TAFA2	338811	22	22	-	1	617496	5	0
TAFA3	284467	20	20	1	-	617497	7	0
TAFA4	151647	19	19	1	1	617498	5	0
TAFA5	25817	119	117	1	6	617499	8	0
TAFAZZIN	6901	633	445	401	67	300394	90	11
TAGAP	117289	26	26	4	-	609667	2	0
TAGAP-AS1	105378083	15	15	-	1	-	1	0
TAGLN	6876	30	30	4	-	600818	1	0
TAGLN2	8407	12	11	-	-	604634	2	0
TAGLN3	29114	14	14	-	-	607953	-	-
TAL1	6886	13	13	5	-	187040	1	0
TAL2	6887	39	38	-	-	186855	2	0
TALAM1	109136579	1	1	-	-	-	1	0
TALDO1	6888	110	96	76	9	602063	43	4
TAMALIN	160622	11	11	2	-	612027	1	0
TAMALIN-AS1	692159	3	3	-	-	-	-	-
TAMM41	132001	30	30	4	4	614948	2	0
TANC1	85461	42	42	13	4	611397	6	0
TANC2	26115	77	68	51	21	615047	18	0
TANGO2	128989	512	472	104	34	616830	20	0
TANGO6	79613	38	38	-	1	-	13	0
TANK	10010	25	25	4	-	603893	-	-
TANK-AS1	105373719	5	5	-	-	-	-	-
TAOK1	57551	47	45	22	11	610266	9	0
TAOK2	9344	309	298	52	-	613199	18	1
TAOK3	51347	22	22	6	2	616711	6	0
TAP1	6890	203	177	195	6	170260	85	2
TAP2	6891	243	203	235	6	170261	87	1
TAPBP	6892	128	118	117	2	601962	64	1
TAPBPL	55080	92	83	1	9	607081	14	0
TAPT1	202018	164	154	117	2	612758	6	0
TAPT1-AS1	202020	16	16	-	-	-	1	0
TARBP1	6894	47	45	5	3	605052	2	0
TARBP2	6895	15	15	2	-	605053	1	0
TARDBP	23435	311	214	243	24	605078	92	4
TARID	100507308	296	179	-	10	616058	82	0
TARM1	441864	23	23	-	-	616802	3	0
TARP	445347	25	25	-	-	609642	1	0
TARS1	6897	37	37	8	3	187790	4	0
TARS2	80222	140	111	125	8	612805	14	0
TARS3	123283	114	113	-	-	-	12	0
TAS1R1	80835	55	55	5	-	606225	2	0
TAS1R2	80834	26	26	6	-	606226	6	0
TAS1R3	83756	170	167	10	-	605865	12	0
TAS2R1	50834	106	104	1	-	604796	7	0
TAS2R10	50839	37	37	-	-	604791	1	0
TAS2R13	50838	40	40	1	-	604792	2	0
TAS2R14	50840	43	43	4	-	604790	2	0
TAS2R16	50833	29	28	2	-	604867	2	0
TAS2R19	259294	40	40	-	-	613961	2	0
TAS2R20	259295	42	42	3	-	613962	3	0
TAS2R3	50831	40	40	-	-	604868	1	0
TAS2R30	259293	38	38	-	-	613963	2	0
TAS2R31	259290	40	40	-	-	612669	2	0
TAS2R38	5726	45	44	4	-	607751	1	0
TAS2R39	259285	48	48	-	-	-	2	0
TAS2R4	50832	43	43	3	-	604869	1	0
TAS2R40	259286	45	45	-	-	613964	2	0
TAS2R41	259287	46	46	-	-	613965	2	0
TAS2R42	353164	40	40	1	-	613966	2	0
TAS2R43	259289	53	53	12	-	612668	2	0
TAS2R46	259292	42	42	-	-	612774	2	0
TAS2R5	54429	40	40	-	-	605062	1	0
